Year,Jury.or.Televoting,From.country,To.country,Points
2018,T,Slovenia,Bulgaria,0
2018,T,Slovenia,Cyprus,6
2018,T,Slovenia,Czech Republic,8
2018,T,Slovenia,Denmark,7
2018,T,Slovenia,Estonia,0
2018,T,Slovenia,Finland,0
2018,T,Slovenia,France,0
2018,T,Slovenia,Germany,4
2018,T,Slovenia,Hungary,3
2018,T,Slovenia,Ireland,0
2018,T,Slovenia,Israel,0
2018,T,Slovenia,Italy,10
2018,T,Slovenia,Lithuania,0
2018,T,Slovenia,Moldova,0
2018,T,Slovenia,Norway,5
2018,T,Slovenia,Portugal,0
2018,T,Slovenia,Serbia,12
2018,T,Slovenia,Spain,0
2018,T,Slovenia,Sweden,0
2018,T,Slovenia,The Netherlands,0
2018,T,Slovenia,Ukraine,0
2018,T,Slovenia,United Kingdom,0
2018,T,Spain,Albania,0
2018,T,Spain,Australia,0
2018,T,Spain,Austria,0
2018,T,Spain,Bulgaria,5
2018,T,Spain,Cyprus,8
2018,T,Spain,Czech Republic,10
2018,T,Spain,Denmark,0
2018,T,Spain,Estonia,2
2018,T,Spain,Finland,0
2018,T,Spain,France,4
2018,T,Spain,Germany,6
2018,T,Spain,Hungary,0
2018,T,Spain,Ireland,1
2018,T,Spain,Israel,12
2018,T,Spain,Italy,7
2018,T,Spain,Lithuania,0
2018,T,Spain,Moldova,0
2018,T,Spain,Norway,3
2018,T,Spain,Portugal,0
2018,T,Spain,Serbia,0
2018,T,Spain,Slovenia,0
2018,T,Spain,Sweden,0
2018,T,Spain,The Netherlands,0
2018,T,Spain,Ukraine,0
2018,T,Spain,United Kingdom,0
2018,T,Sweden,Albania,0
2018,T,Sweden,Australia,0
2018,T,Sweden,Austria,2
2018,T,Sweden,Bulgaria,0
2018,T,Sweden,Cyprus,4
2018,T,Sweden,Czech Republic,3
2018,T,Sweden,Denmark,12
2018,T,Sweden,Estonia,0
2018,T,Sweden,Finland,6
2018,T,Sweden,France,0
2018,T,Sweden,Germany,5
2018,T,Sweden,Hungary,0
2018,T,Sweden,Ireland,0
2018,T,Sweden,Israel,10
2018,T,Sweden,Italy,0
2018,T,Sweden,Lithuania,7
2018,T,Sweden,Moldova,0
2018,T,Sweden,Norway,8
2018,T,Sweden,Portugal,0
2018,T,Sweden,Serbia,0
2018,T,Sweden,Slovenia,0
2018,T,Sweden,Spain,0
2018,T,Sweden,The Netherlands,1
2018,T,Sweden,Ukraine,0
2018,T,Sweden,United Kingdom,0
2018,T,Switzerland,Albania,7
2018,T,Switzerland,Australia,0
2018,T,Switzerland,Austria,4
2018,T,Switzerland,Bulgaria,0
2018,T,Switzerland,Cyprus,3
2018,T,Switzerland,Czech Republic,0
2018,T,Switzerland,Denmark,2
2018,T,Switzerland,Estonia,0
2018,T,Switzerland,Finland,0
2018,T,Switzerland,France,0
2018,T,Switzerland,Germany,6
2018,T,Switzerland,Hungary,0
2018,T,Switzerland,Ireland,0
2018,T,Switzerland,Israel,5
2018,T,Switzerland,Italy,8
2018,T,Switzerland,Lithuania,0
2018,T,Switzerland,Moldova,0
2018,T,Switzerland,Norway,0
2018,T,Switzerland,Portugal,10
2018,T,Switzerland,Serbia,12
2018,T,Switzerland,Slovenia,0
2018,T,Switzerland,Spain,1
2018,T,Switzerland,Sweden,0
2018,T,Switzerland,The Netherlands,0
2018,T,Switzerland,Ukraine,0
2018,T,Switzerland,United Kingdom,0
2018,T,The Netherands,Albania,0
2018,T,The Netherands,Australia,0
2018,T,The Netherands,Austria,3
2018,T,The Netherands,Bulgaria,0
2018,T,The Netherands,Cyprus,5
2018,T,The Netherands,Czech Republic,6
2018,T,The Netherands,Denmark,8
2018,T,The Netherands,Estonia,0
2018,T,The Netherands,Finland,0
2018,T,The Netherands,France,0
2018,T,The Netherands,Germany,12
2018,T,The Netherands,Hungary,2
2018,T,The Netherands,Ireland,4
2018,T,The Netherands,Israel,10
2018,T,The Netherands,Italy,7
2018,T,The Netherands,Lithuania,0
2018,T,The Netherands,Moldova,0
2018,T,The Netherands,Norway,1
2018,T,The Netherands,Portugal,0
2018,T,The Netherands,Serbia,0
2018,T,The Netherands,Slovenia,0
2018,T,The Netherands,Spain,0
2018,T,The Netherands,Sweden,0
2018,T,The Netherands,The Netherlands,0
2018,T,The Netherands,Ukraine,0
2018,T,The Netherands,United Kingdom,0
2018,T,Ukraine,Albania,0
2018,T,Ukraine,Australia,0
2018,T,Ukraine,Austria,0
2018,T,Ukraine,Bulgaria,0
2018,T,Ukraine,Cyprus,4
2018,T,Ukraine,Czech Republic,10
2018,T,Ukraine,Denmark,8
2018,T,Ukraine,Estonia,3
2018,T,Ukraine,Finland,0
2018,T,Ukraine,France,7
2018,T,Ukraine,Germany,0
2018,T,Ukraine,Hungary,1
2018,T,Ukraine,Ireland,0
2018,T,Ukraine,Israel,12
2018,T,Ukraine,Italy,5
2018,T,Ukraine,Lithuania,2
2018,T,Ukraine,Moldova,6
2018,T,Ukraine,Norway,0
2018,T,Ukraine,Portugal,0
2018,T,Ukraine,Serbia,0
2018,T,Ukraine,Slovenia,0
2018,T,Ukraine,Spain,0
2018,T,Ukraine,Sweden,0
2018,T,Ukraine,The Netherlands,0
2018,T,Ukraine,United Kingdom,0
2018,T,United Kingdom,Albania,0
2018,T,United Kingdom,Australia,1
2018,T,United Kingdom,Austria,0
2018,T,United Kingdom,Bulgaria,6
2018,T,United Kingdom,Cyprus,8
2018,T,United Kingdom,Czech Republic,5
2018,T,United Kingdom,Denmark,2
2018,T,United Kingdom,Estonia,0
2018,T,United Kingdom,Finland,0
2018,T,United Kingdom,France,0
2018,T,United Kingdom,Germany,3
2018,T,United Kingdom,Hungary,0
2018,T,United Kingdom,Ireland,10
2018,T,United Kingdom,Israel,7
2018,T,United Kingdom,Italy,0
2018,T,United Kingdom,Lithuania,12
2018,T,United Kingdom,Moldova,4
2018,T,United Kingdom,Norway,0
2018,T,United Kingdom,Portugal,0
2018,T,United Kingdom,Serbia,0
2018,T,United Kingdom,Slovenia,0
2018,T,United Kingdom,Spain,0
2018,T,United Kingdom,Sweden,0
2018,T,United Kingdom,The Netherlands,0
2018,T,United Kingdom,Ukraine,0
2019,T,Malta,Italy,12
2019,T,Malta,Spain,0
2019,T,Malta,Israel,0
2019,T,Malta,United Kingdom,0
2019,T,Malta,Australia,3
2019,T,Malta,Russia,4
2019,T,Malta,Switzerland,8
2019,T,Malta,Norway,7
2019,T,Malta,Sweden,6
2019,T,Malta,Azerbaijan,2
2019,T,Malta,North Macedonia,5
2019,T,Malta,Iceland,0
2019,T,Malta,Czech Republic,0
2019,T,Malta,Denmark,0
2019,T,Malta,Slovenia,0
2019,T,Malta,France,0
2019,T,Malta,Cyprus,0
2019,T,Malta,Serbia,0
2019,T,Malta,Albania,0
2019,T,Malta,Estonia,0
2019,T,Malta,San Marino,0
2019,T,Malta,Greece,0
2019,T,Malta,Germany,0
2019,T,Malta,Belarus,0
2019,T,Malta,The Netherlands,10
2019,T,Albania,Italy,8
2019,T,Albania,Spain,0
2019,T,Albania,Israel,0
2019,T,Albania,United Kingdom,0
2019,T,Albania,Australia,0
2019,T,Albania,Russia,12
2019,T,Albania,Switzerland,4
2019,T,Albania,Norway,5
2019,T,Albania,Sweden,0
2019,T,Albania,Azerbaijan,3
2019,T,Albania,North Macedonia,6
2019,T,Albania,Iceland,0
2019,T,Albania,Czech Republic,0
2019,T,Albania,Denmark,0
2019,T,Albania,Slovenia,0
2019,T,Albania,France,0
2019,T,Albania,Cyprus,0
2019,T,Albania,Malta,0
2019,T,Albania,Serbia,0
2019,T,Albania,Estonia,0
2019,T,Albania,San Marino,10
2019,T,Albania,Greece,2
2019,T,Albania,Germany,0
2019,T,Albania,Belarus,0
2019,T,Albania,The Netherlands,7
2019,T,Czech Republic,Italy,2
2019,T,Czech Republic,Spain,0
2019,T,Czech Republic,Israel,3
2019,T,Czech Republic,United Kingdom,0
2019,T,Czech Republic,Australia,8
2019,T,Czech Republic,Russia,12
2019,T,Czech Republic,Switzerland,5
2019,T,Czech Republic,Norway,10
2019,T,Czech Republic,Sweden,0
2019,T,Czech Republic,Azerbaijan,7
2019,T,Czech Republic,North Macedonia,0
2019,T,Czech Republic,Iceland,6
2019,T,Czech Republic,Denmark,0
2019,T,Czech Republic,Slovenia,0
2019,T,Czech Republic,France,0
2019,T,Czech Republic,Cyprus,0
2019,T,Czech Republic,Malta,0
2019,T,Czech Republic,Serbia,0
2019,T,Czech Republic,Albania,0
2019,T,Czech Republic,Estonia,0
2019,T,Czech Republic,San Marino,0
2019,T,Czech Republic,Greece,0
2019,T,Czech Republic,Germany,0
2019,T,Czech Republic,Belarus,0
2019,T,Czech Republic,The Netherlands,4
2019,T,Armenia,Italy,7
2019,T,Armenia,Spain,0
2019,T,Armenia,Israel,0
2019,T,Armenia,United Kingdom,0
2019,T,Armenia,Australia,0
2019,T,Armenia,Russia,12
2019,T,Armenia,Switzerland,8
2019,T,Armenia,Norway,5
2019,T,Armenia,Sweden,2
2019,T,Armenia,Azerbaijan,0
2019,T,Armenia,North Macedonia,0
2019,T,Armenia,Iceland,3
2019,T,Armenia,Czech Republic,0
2019,T,Armenia,Denmark,0
2019,T,Armenia,Slovenia,0
2019,T,Armenia,France,4
2019,T,Armenia,Cyprus,0
2019,T,Armenia,Malta,6
2019,T,Armenia,Serbia,0
2019,T,Armenia,Albania,0
2019,T,Armenia,Estonia,0
2019,T,Armenia,San Marino,0
2019,T,Armenia,Greece,0
2019,T,Armenia,Germany,0
2019,T,Armenia,Belarus,0
2019,T,Armenia,The Netherlands,10
2019,T,Germany,Italy,6
2019,T,Germany,Spain,0
2019,T,Germany,Israel,0
2019,T,Germany,United Kingdom,0
2019,T,Germany,Australia,5
2019,T,Germany,Russia,8
2019,T,Germany,Switzerland,10
2019,T,Germany,Norway,12
2019,T,Germany,Sweden,0
2019,T,Germany,Azerbaijan,0
2019,T,Germany,North Macedonia,0
2019,T,Germany,Iceland,2
2019,T,Germany,Czech Republic,0
2019,T,Germany,Denmark,4
2019,T,Germany,Slovenia,3
2019,T,Germany,France,0
2019,T,Germany,Cyprus,0
2019,T,Germany,Malta,0
2019,T,Germany,Serbia,0
2019,T,Germany,Albania,0
2019,T,Germany,Estonia,0
2019,T,Germany,San Marino,0
2019,T,Germany,Greece,0
2019,T,Germany,Belarus,0
2019,T,Germany,The Netherlands,7
2019,T,Russia,Italy,0
2019,T,Russia,Spain,0
2019,T,Russia,Israel,0
2019,T,Russia,United Kingdom,0
2019,T,Russia,Australia,4
2019,T,Russia,Switzerland,2
2019,T,Russia,Norway,10
2019,T,Russia,Sweden,0
2019,T,Russia,Azerbaijan,12
2019,T,Russia,North Macedonia,0
2019,T,Russia,Iceland,7
2019,T,Russia,Czech Republic,0
2019,T,Russia,Denmark,0
2019,T,Russia,Slovenia,6
2019,T,Russia,France,0
2019,T,Russia,Cyprus,0
2019,T,Russia,Malta,0
2019,T,Russia,Serbia,3
2019,T,Russia,Albania,0
2019,T,Russia,Estonia,0
2019,T,Russia,San Marino,0
2019,T,Russia,Greece,0
2019,T,Russia,Germany,0
2019,T,Russia,Belarus,8
2019,T,Russia,The Netherlands,5
2019,T,Denmark,Italy,3
2019,T,Denmark,Spain,0
2019,T,Denmark,Israel,0
2019,T,Denmark,United Kingdom,0
2019,T,Denmark,Australia,2
2019,T,Denmark,Russia,0
2019,T,Denmark,Switzerland,6
2019,T,Denmark,Norway,12
2019,T,Denmark,Sweden,10
2019,T,Denmark,Azerbaijan,5
2019,T,Denmark,North Macedonia,0
2019,T,Denmark,Iceland,4
2019,T,Denmark,Czech Republic,0
2019,T,Denmark,Slovenia,0
2019,T,Denmark,France,0
2019,T,Denmark,Cyprus,0
2019,T,Denmark,Malta,0
2019,T,Denmark,Serbia,0
2019,T,Denmark,Albania,0
2019,T,Denmark,Estonia,8
2019,T,Denmark,San Marino,0
2019,T,Denmark,Greece,0
2019,T,Denmark,Germany,0
2019,T,Denmark,Belarus,0
2019,T,Denmark,The Netherlands,7
2019,T,San Marino,Italy,8
2019,T,San Marino,Spain,0
2019,T,San Marino,Israel,0
2019,T,San Marino,United Kingdom,0
2019,T,San Marino,Australia,0
2019,T,San Marino,Russia,12
2019,T,San Marino,Switzerland,5
2019,T,San Marino,Norway,3
2019,T,San Marino,Sweden,0
2019,T,San Marino,Azerbaijan,4
2019,T,San Marino,North Macedonia,0
2019,T,San Marino,Iceland,2
2019,T,San Marino,Czech Republic,0
2019,T,San Marino,Denmark,0
2019,T,San Marino,Slovenia,0
2019,T,San Marino,France,0
2019,T,San Marino,Cyprus,7
2019,T,San Marino,Malta,0
2019,T,San Marino,Serbia,0
2019,T,San Marino,Albania,0
2019,T,San Marino,Estonia,0
2019,T,San Marino,Greece,10
2019,T,San Marino,Germany,0
2019,T,San Marino,Belarus,0
2019,T,San Marino,The Netherlands,6
2019,T,North Macedonia,Italy,3
2019,T,North Macedonia,Spain,0
2019,T,North Macedonia,Israel,0
2019,T,North Macedonia,United Kingdom,0
2019,T,North Macedonia,Australia,0
2019,T,North Macedonia,Russia,0
2019,T,North Macedonia,Switzerland,4
2019,T,North Macedonia,Norway,5
2019,T,North Macedonia,Sweden,0
2019,T,North Macedonia,Azerbaijan,0
2019,T,North Macedonia,Iceland,0
2019,T,North Macedonia,Czech Republic,0
2019,T,North Macedonia,Denmark,0
2019,T,North Macedonia,Slovenia,2
2019,T,North Macedonia,France,0
2019,T,North Macedonia,Cyprus,0
2019,T,North Macedonia,Malta,6
2019,T,North Macedonia,Serbia,10
2019,T,North Macedonia,Albania,12
2019,T,North Macedonia,Estonia,0
2019,T,North Macedonia,San Marino,8
2019,T,North Macedonia,Greece,0
2019,T,North Macedonia,Germany,0
2019,T,North Macedonia,Belarus,0
2019,T,North Macedonia,The Netherlands,7
2019,T,Sweden,Italy,4
2019,T,Sweden,Spain,0
2019,T,Sweden,Israel,0
2019,T,Sweden,United Kingdom,0
2019,T,Sweden,Australia,5
2019,T,Sweden,Russia,0
2019,T,Sweden,Switzerland,0
2019,T,Sweden,Norway,12
2019,T,Sweden,Azerbaijan,3
2019,T,Sweden,North Macedonia,2
2019,T,Sweden,Iceland,8
2019,T,Sweden,Czech Republic,0
2019,T,Sweden,Denmark,7
2019,T,Sweden,Slovenia,0
2019,T,Sweden,France,0
2019,T,Sweden,Cyprus,0
2019,T,Sweden,Malta,0
2019,T,Sweden,Serbia,0
2019,T,Sweden,Albania,0
2019,T,Sweden,Estonia,10
2019,T,Sweden,San Marino,0
2019,T,Sweden,Greece,0
2019,T,Sweden,Germany,0
2019,T,Sweden,Belarus,0
2019,T,Sweden,The Netherlands,6
2019,T,Slovenia,Italy,8
2019,T,Slovenia,Spain,0
2019,T,Slovenia,Israel,0
2019,T,Slovenia,United Kingdom,0
2019,T,Slovenia,Australia,2
2019,T,Slovenia,Russia,0
2019,T,Slovenia,Switzerland,4
2019,T,Slovenia,Norway,6
2019,T,Slovenia,Sweden,0
2019,T,Slovenia,Azerbaijan,0
2019,T,Slovenia,North Macedonia,12
2019,T,Slovenia,Iceland,7
2019,T,Slovenia,Czech Republic,0
2019,T,Slovenia,Denmark,3
2019,T,Slovenia,France,0
2019,T,Slovenia,Cyprus,0
2019,T,Slovenia,Malta,0
2019,T,Slovenia,Serbia,10
2019,T,Slovenia,Albania,0
2019,T,Slovenia,Estonia,0
2019,T,Slovenia,San Marino,0
2019,T,Slovenia,Greece,0
2019,T,Slovenia,Germany,0
2019,T,Slovenia,Belarus,0
2019,T,Slovenia,The Netherlands,5
2019,T,Cyprus,Italy,8
2019,T,Cyprus,Spain,4
2019,T,Cyprus,Israel,5
2019,T,Cyprus,United Kingdom,0
2019,T,Cyprus,Australia,2
2019,T,Cyprus,Russia,10
2019,T,Cyprus,Switzerland,7
2019,T,Cyprus,Norway,0
2019,T,Cyprus,Sweden,0
2019,T,Cyprus,Azerbaijan,0
2019,T,Cyprus,North Macedonia,0
2019,T,Cyprus,Iceland,0
2019,T,Cyprus,Czech Republic,0
2019,T,Cyprus,Denmark,0
2019,T,Cyprus,Slovenia,0
2019,T,Cyprus,France,3
2019,T,Cyprus,Malta,0
2019,T,Cyprus,Serbia,0
2019,T,Cyprus,Albania,0
2019,T,Cyprus,Estonia,0
2019,T,Cyprus,San Marino,0
2019,T,Cyprus,Greece,12
2019,T,Cyprus,Germany,0
2019,T,Cyprus,Belarus,0
2019,T,Cyprus,The Netherlands,6
2019,T,The Netherlands,Italy,10
2019,T,The Netherlands,Spain,3
2019,T,The Netherlands,Israel,0
2019,T,The Netherlands,United Kingdom,0
2019,T,The Netherlands,Australia,2
2019,T,The Netherlands,Russia,0
2019,T,The Netherlands,Switzerland,6
2019,T,The Netherlands,Norway,12
2019,T,The Netherlands,Sweden,8
2019,T,The Netherlands,Azerbaijan,4
2019,T,The Netherlands,North Macedonia,0
2019,T,The Netherlands,Iceland,7
2019,T,The Netherlands,Czech Republic,0
2019,T,The Netherlands,Denmark,5
2019,T,The Netherlands,Slovenia,0
2019,T,The Netherlands,France,0
2019,T,The Netherlands,Cyprus,0
2019,T,The Netherlands,Malta,0
2019,T,The Netherlands,Serbia,0
2019,T,The Netherlands,Albania,0
2019,T,The Netherlands,Estonia,0
2019,T,The Netherlands,San Marino,0
2019,T,The Netherlands,Greece,0
2019,T,The Netherlands,Germany,0
2019,T,The Netherlands,Belarus,0
2019,T,Greece,Italy,10
2019,T,Greece,Spain,4
2019,T,Greece,Israel,0
2019,T,Greece,United Kingdom,0
2019,T,Greece,Australia,3
2019,T,Greece,Russia,8
2019,T,Greece,Switzerland,7
2019,T,Greece,Norway,0
2019,T,Greece,Sweden,0
2019,T,Greece,Azerbaijan,0
2019,T,Greece,North Macedonia,0
2019,T,Greece,Iceland,2
2019,T,Greece,Czech Republic,0
2019,T,Greece,Denmark,0
2019,T,Greece,Slovenia,0
2019,T,Greece,France,0
2019,T,Greece,Cyprus,12
2019,T,Greece,Malta,0
2019,T,Greece,Serbia,0
2019,T,Greece,Albania,5
2019,T,Greece,Estonia,0
2019,T,Greece,San Marino,0
2019,T,Greece,Germany,0
2019,T,Greece,Belarus,0
2019,T,Greece,The Netherlands,6
2019,T,Israel,Italy,8
2019,T,Israel,Spain,5
2019,T,Israel,United Kingdom,0
2019,T,Israel,Australia,6
2019,T,Israel,Russia,12
2019,T,Israel,Switzerland,7
2019,T,Israel,Norway,10
2019,T,Israel,Sweden,0
2019,T,Israel,Azerbaijan,3
2019,T,Israel,North Macedonia,0
2019,T,Israel,Iceland,0
2019,T,Israel,Czech Republic,0
2019,T,Israel,Denmark,0
2019,T,Israel,Slovenia,0
2019,T,Israel,France,4
2019,T,Israel,Cyprus,0
2019,T,Israel,Malta,0
2019,T,Israel,Serbia,0
2019,T,Israel,Albania,0
2019,T,Israel,Estonia,0
2019,T,Israel,San Marino,0
2019,T,Israel,Greece,0
2019,T,Israel,Germany,0
2019,T,Israel,Belarus,0
2019,T,Israel,The Netherlands,2
2019,T,Norway,Italy,7
2019,T,Norway,Spain,0
2019,T,Norway,Israel,0
2019,T,Norway,United Kingdom,0
2019,T,Norway,Australia,4
2019,T,Norway,Russia,0
2019,T,Norway,Switzerland,6
2019,T,Norway,Sweden,12
2019,T,Norway,Azerbaijan,3
2019,T,Norway,North Macedonia,0
2019,T,Norway,Iceland,10
2019,T,Norway,Czech Republic,0
2019,T,Norway,Denmark,5
2019,T,Norway,Slovenia,0
2019,T,Norway,France,0
2019,T,Norway,Cyprus,0
2019,T,Norway,Malta,0
2019,T,Norway,Serbia,0
2019,T,Norway,Albania,0
2019,T,Norway,Estonia,2
2019,T,Norway,San Marino,0
2019,T,Norway,Greece,0
2019,T,Norway,Germany,0
2019,T,Norway,Belarus,0
2019,T,Norway,The Netherlands,8
2019,T,United Kingdom,Italy,0
2019,T,United Kingdom,Spain,2
2019,T,United Kingdom,Israel,0
2019,T,United Kingdom,Australia,10
2019,T,United Kingdom,Russia,0
2019,T,United Kingdom,Switzerland,7
2019,T,United Kingdom,Norway,12
2019,T,United Kingdom,Sweden,5
2019,T,United Kingdom,Azerbaijan,3
2019,T,United Kingdom,North Macedonia,0
2019,T,United Kingdom,Iceland,8
2019,T,United Kingdom,Czech Republic,0
2019,T,United Kingdom,Denmark,6
2019,T,United Kingdom,Slovenia,0
2019,T,United Kingdom,France,0
2019,T,United Kingdom,Cyprus,0
2019,T,United Kingdom,Malta,0
2019,T,United Kingdom,Serbia,0
2019,T,United Kingdom,Albania,0
2019,T,United Kingdom,Estonia,0
2019,T,United Kingdom,San Marino,0
2019,T,United Kingdom,Greece,0
2019,T,United Kingdom,Germany,0
2019,T,United Kingdom,Belarus,0
2019,T,United Kingdom,The Netherlands,4
2019,T,Iceland,Italy,6
2019,T,Iceland,Spain,0
2019,T,Iceland,Israel,0
2019,T,Iceland,United Kingdom,0
2019,T,Iceland,Australia,10
2019,T,Iceland,Russia,0
2019,T,Iceland,Switzerland,7
2019,T,Iceland,Norway,12
2019,T,Iceland,Sweden,8
2019,T,Iceland,Azerbaijan,0
2019,T,Iceland,North Macedonia,0
2019,T,Iceland,Czech Republic,2
2019,T,Iceland,Denmark,4
2019,T,Iceland,Slovenia,0
2019,T,Iceland,France,0
2019,T,Iceland,Cyprus,0
2019,T,Iceland,Malta,0
2019,T,Iceland,Serbia,0
2019,T,Iceland,Albania,0
2019,T,Iceland,Estonia,3
2019,T,Iceland,San Marino,0
2019,T,Iceland,Greece,0
2019,T,Iceland,Germany,0
2019,T,Iceland,Belarus,0
2019,T,Iceland,The Netherlands,5
2019,T,Estonia,Italy,0
2019,T,Estonia,Spain,0
2019,T,Estonia,Israel,0
2019,T,Estonia,United Kingdom,0
2019,T,Estonia,Australia,2
2019,T,Estonia,Russia,12
2019,T,Estonia,Switzerland,4
2019,T,Estonia,Norway,10
2019,T,Estonia,Sweden,3
2019,T,Estonia,Azerbaijan,0
2019,T,Estonia,North Macedonia,0
2019,T,Estonia,Iceland,5
2019,T,Estonia,Czech Republic,0
2019,T,Estonia,Denmark,6
2019,T,Estonia,Slovenia,7
2019,T,Estonia,France,0
2019,T,Estonia,Cyprus,0
2019,T,Estonia,Malta,0
2019,T,Estonia,Serbia,0
2019,T,Estonia,Albania,0
2019,T,Estonia,San Marino,0
2019,T,Estonia,Greece,0
2019,T,Estonia,Germany,0
2019,T,Estonia,Belarus,0
2019,T,Estonia,The Netherlands,8
2019,T,Azerbaijan,Italy,6
2019,T,Azerbaijan,Spain,2
2019,T,Azerbaijan,Israel,0
2019,T,Azerbaijan,United Kingdom,0
2019,T,Azerbaijan,Australia,0
2019,T,Azerbaijan,Russia,12
2019,T,Azerbaijan,Switzerland,8
2019,T,Azerbaijan,Norway,0
2019,T,Azerbaijan,Sweden,0
2019,T,Azerbaijan,North Macedonia,3
2019,T,Azerbaijan,Iceland,0
2019,T,Azerbaijan,Czech Republic,0
2019,T,Azerbaijan,Denmark,0
2019,T,Azerbaijan,Slovenia,0
2019,T,Azerbaijan,France,0
2019,T,Azerbaijan,Cyprus,0
2019,T,Azerbaijan,Malta,4
2019,T,Azerbaijan,Serbia,0
2019,T,Azerbaijan,Albania,0
2019,T,Azerbaijan,Estonia,0
2019,T,Azerbaijan,San Marino,10
2019,T,Azerbaijan,Greece,0
2019,T,Azerbaijan,Germany,0
2019,T,Azerbaijan,Belarus,5
2019,T,Azerbaijan,The Netherlands,7
2019,T,France,Italy,10
2019,T,France,Spain,7
2019,T,France,Israel,12
2019,T,France,United Kingdom,0
2019,T,France,Australia,6
2019,T,France,Russia,3
2019,T,France,Switzerland,2
2019,T,France,Norway,8
2019,T,France,Sweden,0
2019,T,France,Azerbaijan,0
2019,T,France,North Macedonia,0
2019,T,France,Iceland,0
2019,T,France,Czech Republic,0
2019,T,France,Denmark,4
2019,T,France,Slovenia,0
2019,T,France,Cyprus,0
2019,T,France,Malta,0
2019,T,France,Serbia,0
2019,T,France,Albania,0
2019,T,France,Estonia,0
2019,T,France,San Marino,0
2019,T,France,Greece,0
2019,T,France,Germany,0
2019,T,France,Belarus,0
2019,T,France,The Netherlands,5
2019,T,Italy,Spain,0
2019,T,Italy,Israel,0
2019,T,Italy,United Kingdom,0
2019,T,Italy,Australia,6
2019,T,Italy,Russia,8
2019,T,Italy,Switzerland,3
2019,T,Italy,Norway,10
2019,T,Italy,Sweden,0
2019,T,Italy,Azerbaijan,0
2019,T,Italy,North Macedonia,0
2019,T,Italy,Iceland,7
2019,T,Italy,Czech Republic,0
2019,T,Italy,Denmark,4
2019,T,Italy,Slovenia,0
2019,T,Italy,France,2
2019,T,Italy,Cyprus,0
2019,T,Italy,Malta,0
2019,T,Italy,Serbia,0
2019,T,Italy,Albania,12
2019,T,Italy,Estonia,0
2019,T,Italy,San Marino,0
2019,T,Italy,Greece,0
2019,T,Italy,Germany,0
2019,T,Italy,Belarus,0
2019,T,Italy,The Netherlands,5
2019,T,Serbia,Italy,7
2019,T,Serbia,Spain,2
2019,T,Serbia,Israel,0
2019,T,Serbia,United Kingdom,0
2019,T,Serbia,Australia,0
2019,T,Serbia,Russia,8
2019,T,Serbia,Switzerland,6
2019,T,Serbia,Norway,4
2019,T,Serbia,Sweden,0
2019,T,Serbia,Azerbaijan,0
2019,T,Serbia,North Macedonia,12
2019,T,Serbia,Iceland,5
2019,T,Serbia,Czech Republic,0
2019,T,Serbia,Denmark,0
2019,T,Serbia,Slovenia,10
2019,T,Serbia,France,0
2019,T,Serbia,Cyprus,0
2019,T,Serbia,Malta,0
2019,T,Serbia,Albania,0
2019,T,Serbia,Estonia,0
2019,T,Serbia,San Marino,0
2019,T,Serbia,Greece,0
2019,T,Serbia,Germany,0
2019,T,Serbia,Belarus,0
2019,T,Serbia,The Netherlands,3
2019,T,Switzerland,Italy,12
2019,T,Switzerland,Spain,5
2019,T,Switzerland,Israel,0
2019,T,Switzerland,United Kingdom,0
2019,T,Switzerland,Australia,0
2019,T,Switzerland,Russia,0
2019,T,Switzerland,Norway,8
2019,T,Switzerland,Sweden,4
2019,T,Switzerland,Azerbaijan,0
2019,T,Switzerland,North Macedonia,2
2019,T,Switzerland,Iceland,0
2019,T,Switzerland,Czech Republic,0
2019,T,Switzerland,Denmark,0
2019,T,Switzerland,Slovenia,0
2019,T,Switzerland,France,3
2019,T,Switzerland,Cyprus,0
2019,T,Switzerland,Malta,0
2019,T,Switzerland,Serbia,7
2019,T,Switzerland,Albania,10
2019,T,Switzerland,Estonia,0
2019,T,Switzerland,San Marino,0
2019,T,Switzerland,Greece,0
2019,T,Switzerland,Germany,0
2019,T,Switzerland,Belarus,0
2019,T,Switzerland,The Netherlands,6
2019,T,Australia,Italy,5
2019,T,Australia,Spain,0
2019,T,Australia,Israel,0
2019,T,Australia,United Kingdom,0
2019,T,Australia,Russia,0
2019,T,Australia,Switzerland,7
2019,T,Australia,Norway,12
2019,T,Australia,Sweden,8
2019,T,Australia,Azerbaijan,0
2019,T,Australia,North Macedonia,0
2019,T,Australia,Iceland,10
2019,T,Australia,Czech Republic,2
2019,T,Australia,Denmark,0
2019,T,Australia,Slovenia,0
2019,T,Australia,France,3
2019,T,Australia,Cyprus,0
2019,T,Australia,Malta,4
2019,T,Australia,Serbia,0
2019,T,Australia,Albania,0
2019,T,Australia,Estonia,0
2019,T,Australia,San Marino,0
2019,T,Australia,Greece,0
2019,T,Australia,Germany,0
2019,T,Australia,Belarus,0
2019,T,Australia,The Netherlands,6
2019,T,Spain,Italy,12
2019,T,Spain,Israel,0
2019,T,Spain,United Kingdom,0
2019,T,Spain,Australia,5
2019,T,Spain,Russia,2
2019,T,Spain,Switzerland,10
2019,T,Spain,Norway,7
2019,T,Spain,Sweden,6
2019,T,Spain,Azerbaijan,0
2019,T,Spain,North Macedonia,0
